Frame, Time_s             , Gust_Factor       , Drag_kN           , Lift_kN            , Moment_kNm        , C_D                , C_L                 , C_M
  174,  6.96              , 0.9192989651495572, 1407.7510719500488, -1590.5697081561382, 122248.1387194143 , 0.1255590525246453 , -0.14186487192927005, 0.06057478948891781
  175,  7.0               , 1.0282772049149582, 1574.632836930622 , -1779.1236972176007, 136740.03686929523, 0.14044344274967   , -0.1586822345212977 , 0.06775562421507028
  176,  7.04              , 1.125005625011091 , 1722.7560723964777, -1946.483066427464 , 149602.95716650027, 0.1536547366158612 , -0.17360922285596428, 0.07412928926533564
  177,  7.08              , 1.1972886904844753, 1833.4453767050475, -2071.5471192689984, 159215.14052582477, 0.16352725204172003, -0.18476383981386377, 0.0788921919125192
  178,  7.12              , 1.2393336495294391, 1897.8301290103157, -2144.293245146237 , 164806.26830974937, 0.16926980742495634, -0.19125215640760085, 0.08166263399911995
  179,  7.16              , 1.2525384062390836, 1918.0509832890077, -2167.1400956509747, 166562.23344317483, 0.17107333033114355, -0.19328989515254344, 0.08253272674180999
  180,  7.2               , 1.2437348761678269, 1904.5698641269298, -2151.9082409584107, 165391.54229027394, 0.16987093270368686, -0.19193134726613184, 0.08195264126250242
  181,  7.24              , 1.2219031866013446, 1871.1383194882428, -2114.1350839999823, 162488.36985586537, 0.16688913204808212, -0.18856231285865294, 0.0805140994498703
  182,  7.28              , 1.1948389490568263, 1829.6940115327693, -2067.3085802785845, 158889.37454410715, 0.1631926631601412 , -0.18438579929922366, 0.0787307726388034
  183,  7.32              , 1.1669032673408204, 1786.915234037937 , -2018.9743051421585, 155174.49481171876, 0.15937717128985376, -0.18007480574964072, 0.07689002430411865
  184,  7.36              , 1.1383116382469158, 1743.1319839401906, -1969.5051108238533, 151372.38736659937, 0.15547208927055367, -0.1756625873599506 , 0.075006054040727
  185,  7.4               , 1.1059039895843847, 1693.5051444966841, -1913.4334450988704, 147062.82662579877, 0.15104581031792044, -0.17066148641093473, 0.07287063719595303
  186,  7.44              , 1.0650673112398166, 1630.9706699744675, -1842.7778847001716, 141632.37569703622, 0.14546828348978622, -0.16435962992790643, 0.07017981159087207
  187,  7.48              , 1.0122548774290032, 1550.097348967989 , -1751.4018899280957, 134609.391902462  , 0.1382550923493747 , -0.1562096923745391 , 0.0666998750503507
  188,  7.5200000000000005, 0.9472750136880965, 1450.5916644145993, -1638.973825909134 , 125968.38642142715, 0.1293800577482409 , -0.14618209482787436, 0.0624181976892937
  189,  7.5600000000000005, 0.8744329547356603, 1339.0463560211995, -1512.9426033779307, 116281.8682537748 , 0.11943119426341764, -0.13494121481375343, 0.05761846163578326
  190,  7.6000000000000005, 0.802000557795914 , 1228.1283757978117, -1387.6201774544347, 106649.82683466013, 0.10953828295097641, -0.12376355324234563, 0.052845719184050954
  191,  7.640000000000001 , 0.7403079835099605, 1133.6566197371706, -1280.8797767824444,  98445.96425548269, 0.10111223063415428, -0.11424324539707363, 0.04878064912298209
  192,  7.68              , 0.699471992331404 , 1071.1231974936206, -1210.2254053173613,  93015.6047058787 , 0.09553479766005082, -0.10794149495649934, 0.04608986879689966
  193,  7.72              , 0.6877910129732114, 1053.2357508235955, -1190.0149921296172,  91462.27109070747, 0.09393939425335168, -0.1061389033040777 , 0.04532018135845923
  194,  7.76              , 0.7110565157645243, 1088.8629382082775, -1230.2689306063826,  94556.11163707056, 0.0971170269906098 , -0.10972920167161988, 0.04685320052563335
  195,  7.8               , 0.7720852981659088, 1182.3182091291778, -1335.860839542669 , 102671.70334304801, 0.10545241774545956, -0.11914707412398709, 0.0508745317648428
  196,  7.84              , 0.8695576057360644, 1331.5805825998239, -1504.5072817584999, 115633.54560423152, 0.11876531273377114, -0.13418885808579212, 0.05729721332535198
  197,  7.88              , 0.9960997331014193, 1525.358474448573 , -1723.4502831358861, 132461.08498636607, 0.13604860165149782, -0.15371665412701024, 0.06563537426888047
  198,  7.92              , 1.1368625923504028, 1740.9130149307027, -1966.9979737595288, 151179.6936179026 , 0.15527417669072027, -0.17543897271626935, 0.0749105729693143
  199,  7.96              , 1.2704476219406227, 1945.4759218099869, -2198.1265941368815, 168943.79631709962, 0.1735193943866806 , -0.19605361912936656, 0.08371280744695454
  200,  8.0               , 1.3731551070867736, 2102.7550853824873, -2375.8309328421765, 182601.8111388896 , 0.1875473167612498 , -0.21190328803883354, 0.09048044727634573
  201,  8.040000000000001 , 1.4255512709602276, 2182.99095929857  , -2466.4866979850676, 189569.43946481196, 0.1947036532103033 , -0.2199889874242161 , 0.09393295480325779
  202,  8.08              , 1.4186100307179204, 2172.361622421006 , -2454.4769743967763, 188646.39513190737, 0.19375560955833612, -0.218917825380816  , 0.09347558001832984
  203,  8.120000000000001 , 1.356497115069295 , 2077.2461845698713, -2347.0092997215543, 180386.63566699257, 0.1852721464695728 , -0.209332651071159  , 0.08938281266777998
  204,  8.16              , 1.2546823936967186, 1921.334137905898 , -2170.849619575247 , 166847.3403410065 , 0.1713661589364293 , -0.19362075216166222, 0.08267399916116053
  205,  8.2               , 1.134457808799943 , 1737.2304951528015, -1962.8372208216517, 150859.9061230707 , 0.15494572821468675, -0.1750678700354912 , 0.07475211607677139
  206,  8.24              , 1.016554825034869 , 1556.6819923549224, -1758.841652908179 , 135181.19782342546, 0.13884238480565445, -0.15687325400088065, 0.06698320879803563
  207,  8.28              , 0.9164780337800583, 1403.4312920853301, -1585.6889368780128, 121873.01199519314, 0.12517376603633332, -0.14142954992562773, 0.06038891162943139
  208,  8.32              , 0.8427166248227982, 1290.4781544613409, -1458.0670563298843, 112064.23890157869, 0.11509933652792005, -0.13004679716320963, 0.05552859742330682
  209,  8.36              , 0.797341349637764 , 1220.9935855633782, -1379.558822398801 , 106030.2465383335 , 0.10890192221956056, -0.12304455105295427, 0.05253871290637168
  210,  8.4               , 0.7777066476094575, 1190.9263562118565, -1345.5868900255111, 103419.22893876479, 0.10622018898941728, -0.12001455254951646, 0.05124493581411878
  211,  8.44              , 0.7782583464540925, 1191.7711897963284, -1346.5414385495142, 103492.59370849378, 0.10629554073769217, -0.12009968990842226, 0.05128128855968029
  212,  8.48              , 0.792175484955527 , 1213.0829364495885, -1370.6208509754752, 105343.29118841955, 0.10819636167879929, -0.12224736236969466, 0.05219832182847697
  213,  8.52              , 0.8129850276383963, 1244.9492358028504, -1406.6254909095246, 108110.53879450068, 0.11103855617893903, -0.12545866056487065, 0.05356951195830638
  214,  8.56              , 0.8361310330839355, 1280.393433188647 , -1446.6726752555903, 111188.48861471644, 0.11419986781274402, -0.12903051827676465, 0.05509465716190702
  215,  8.6               , 0.8601081176864899, 1317.1102879128243, -1488.1577915284183, 114376.95512637332, 0.11747468932253459, -0.13273062690880827, 0.05667456414257181
  216,  8.64              , 0.8866750647483104, 1357.7930794991648, -1534.1238839930659, 117909.82087830681, 0.12110323762728757, -0.1368303993281797 , 0.05842512330410768
  217,  8.68              , 0.9199784507661762, 1408.7915893893503, -1591.7453531637948, 122338.49654104502, 0.12565185755702443, -0.14196972915595446, 0.060619562408009205
  218,  8.72              , 0.9648442005597007, 1477.4959062221246, -1669.3720070170195, 128304.73234945476, 0.13177968022238148, -0.14889334605291632, 0.06357587308824919
  219,  8.76              , 1.0246934904812757, 1569.1449836567322, -1772.9231598113936, 136263.4754504011 , 0.13995397435487106, -0.15812920095067604, 0.067519484770082
  220,  8.8               , 1.0994907641077267, 1683.6843730374735, -1902.3372918761938, 146209.9975599227 , 0.15016988361180791, -0.16967180683400668, 0.07244805455644107
  221,  8.84              , 1.184114323330451 , 1813.271058897212 , -2048.752848728392 , 157463.21658764905, 0.16172787978070371, -0.18273079074070314, 0.07802410160973623
  222,  8.88              , 1.267734755228316 , 1941.3216247128657, -2193.432796168602 , 168583.04000305396, 0.17314886751029337, -0.1956349735055896 , 0.08353405022407141
  223,  8.92              , 1.3349639082264433, 2044.2717158010357, -2309.7525771295427, 177523.15538800572, 0.1823311129739397 , -0.20600967808109297, 0.08796393858984074
  224,  8.96              , 1.3692160962793023, 2096.7231557308114, -2369.015662176181 , 182078.0025000637 , 0.18700932152398772, -0.21129542565139028, 0.0902208965104876
  225,  9.0               , 1.357709312735303 , 2079.102460524082 , -2349.1066423281964, 180547.8333992291 , 0.18543771000895062, -0.20951971564227295, 0.08946268724745542
  226,  9.040000000000001 , 1.2963109116424218, 1985.0811810152327, -2242.8752196792325, 172383.08989521387, 0.1770518362507917 , -0.20004480417396023, 0.08541700095588828
  227,  9.08              , 1.1919379338103   , 1825.2515967386046, -2062.2892479950187, 158503.59828662296, 0.1627964387113797 , -0.18393811886879224, 0.07853961786269215
  228,  9.120000000000001 , 1.0610966049981354, 1624.890204119471 , -1835.9077746408427, 141104.35220756335, 0.144925959248751  , -0.16374687634740695, 0.06991817233766891
  229,  9.16              , 0.9250712469126814, 1416.5903463838165, -1600.556901514801 , 123015.73525596772, 0.12634743830180678, -0.14275564200963453, 0.060955138826758175
  230,  9.200000000000001 , 0.8040494726729367, 1231.265942817692 , -1391.16520694052  , 106922.29100530107, 0.10981812641911386, -0.1240797387898574 , 0.052980727045542644
  231,  9.24              , 0.712864609984039 , 1091.6317290719705, -1233.397292547467 ,  94796.5515389354 , 0.09736397885902685, -0.11000822412743846, 0.04697234014274954
  232,  9.28              , 0.6597577865369183, 1010.3076000674486, -1141.5119452625995,  87734.4198866335 , 0.09011057959785256, -0.10181285679590833, 0.04347300557076826
  233,  9.32              , 0.6475457956675705,  991.6069989695546, -1120.3827767446041,  86110.47249799116, 0.0884426499458862 , -0.09992832022363057, 0.04266832852424186
  234,  9.36              , 0.6752930223987549, 1034.097189490014 , -1168.3909873453656,  89800.29153521918, 0.09223240238837616, -0.10421023167555035, 0.04449665911294139
  235,  9.4               , 0.7388905409834169, 1131.486045950171 , -1278.427319822041 ,  98257.47311475403, 0.10091863448383989, -0.11402450773922965, 0.04868725047258325
  236,  9.44              , 0.8304501868207212, 1271.6941767771896, -1436.843683463469 , 110433.05114730222, 0.11342397041550142, -0.12815385838903198, 0.05472033272605048
  237,  9.48              , 0.9378310837931757, 1436.1298811025372, -1622.6339523900035, 124712.53506553784, 0.12809019347702144, -0.1447247213771885 , 0.06179591474650821
  238,  9.52              , 1.045792887252464 , 1601.455145582464 , -1809.4293048598215, 139069.26777821098, 0.14283575750470956, -0.16138522900488203, 0.06890977407335556
  239,  9.56              , 1.13911829170797  , 1744.367237451334 , -1970.9007814476352, 151479.65593530642, 0.1555822630531046 , -0.1757870689424194 , 0.07505920635074392
  240,  9.6               , 1.2065211539787113, 1847.5833349465602, -2087.5211139348144, 160442.87113442135, 0.16478823395592904, -0.18618858007884206, 0.07950054083254271
  241,  9.64              , 1.2434371309108359, 1904.1139175626595, -2151.3930825556813, 165351.9482029753 , 0.16983026626787137, -0.19188539965349236, 0.08193302212123577
  242,  9.68              , 1.2523599876305973, 1917.7777653295907, -2166.831396038783 , 166538.50738274487, 0.1710489616847254 , -0.19326236185379925, 0.08252097031646885
  243,  9.72              , 1.2407321972930458, 1899.9717686596875, -2146.7130104157873, 164992.24682978753, 0.16946082290388748, -0.1914679782532599 , 0.08175478762876849
  244,  9.76              , 1.2175488579779918, 1864.470400759377 , -2106.601231063973 , 161909.33236125563, 0.16629441216145616, -0.18789035923321903, 0.08022718240794559
  245,  9.8               , 1.1901456808874247, 1822.5070641447132, -2059.188294641921 , 158265.2649562898 , 0.16255165046793363, -0.18366154101870494, 0.07842152206618877
  246,  9.84              , 1.1621934585632356, 1779.7029575025813, -2010.8254009697107, 154548.18565810146, 0.15873389945979183, -0.17934799494665596, 0.07657968383159473
  247,  9.88              , 1.1332496822877225, 1735.3804534828937, -1960.7469221192641, 150699.2497718123 , 0.15478072071880683, -0.17488143371887613, 0.07467250975507621
  248,  9.92              , 1.0997508799951523, 1684.08269657882  , -1902.7873439994244, 146244.5877033848 , 0.1502054105792145 , -0.1697119475373636 , 0.07246519420928617
  249,  9.96              , 1.0570817432088464, 1618.7421215023178, -1828.9612667184306, 140570.45692478507, 0.14437760418539192, -0.16312730874737322, 0.0696536235706922
  250, 10.0               , 1.0021200812804723, 1534.577620693555 , -1733.8666806400395, 133261.66933077713, 0.1368708686635219 , -0.1546457054539113 , 0.06603206929130638
  251, 10.040000000000001 , 0.9353932140555444, 1432.3966954180883, -1618.4159537800779, 124388.34777808959, 0.1277572260463601 , -0.1443485128843909 , 0.0616352777266086
  252, 10.08              , 0.8619565995436407, 1319.940925621049 , -1491.3560321003329, 114622.76576584959, 0.11772715738721375, -0.1330158819258044 , 0.05679636499693563
  253, 10.120000000000001 , 0.7905866113892764, 1210.649844984378 , -1367.871784284035 , 105132.0031923507 , 0.10797935125333076, -0.12200216972450195, 0.05209362718021913
  254, 10.16              , 0.7317285364306226, 1120.5186458238509, -1266.0356301506645,  97305.07160091503, 0.0999404385542059 , -0.11291927767027846, 0.04821532900356082
  255, 10.200000000000001 , 0.695278013406228 , 1064.7008272403352, -1202.9689891916835,  92457.8904726773 , 0.09496197854448947, -0.10729428626199443, 0.045813517576954406
  256, 10.24              , 0.6891414672482984, 1055.303743419523 , -1192.3515461165498,  91641.85415107585, 0.09412384106084938, -0.10634730343291977, 0.04540916599406631
  257, 10.28              , 0.7186524364994465, 1100.494807667953 , -1243.4113814135112,  95566.21521262868, 0.09815448775874411, -0.11090139305124286, 0.04735371376119167
  258, 10.32              , 0.7860404273921269, 1203.6881321598364, -1360.0059834643919, 104527.45281973378, 0.10735842750934292, -0.12130060925835089, 0.051794068332613526
  259, 10.36              , 0.8891103714067242, 1361.5223402607621, -1538.3374479671252, 118233.66732814335, 0.12143585498924409, -0.1372062122903407 , 0.05858559143663775
  260, 10.4               , 1.01928949185747  , 1560.8696726383614, -1763.5731693950065, 135544.85311050207, 0.13921588916955907, -0.157295263785798  , 0.06716340248189823
  261, 10.44              , 1.1604752713570552, 1777.071844042209 , -2007.852596009958 , 154319.70156762615, 0.15849922720860216, -0.1790828468096561 , 0.07646646840085616
  262, 10.48              , 1.2904975689979317, 1976.1790287778888, -2232.816982844435 , 171610.03309327184, 0.17625784232486083, -0.19914769763843032, 0.08503394601917393
  263, 10.52              , 1.38588599858941  , 2122.2502951446354, -2397.857902467473 , 184294.7617995954 , 0.1892861185389773 , -0.2138679005980059 , 0.09131931591648719
  264, 10.56              , 1.428586848481518 , 2187.6394334855163, -2471.7388497171632, 189973.10977880593, 0.19511825635018212, -0.22045743330810674, 0.09413297620684932
  265, 10.6               , 1.4117210857373974, 2161.8123669028532, -2442.557731992983 , 187730.30500939497, 0.19281470846147897, -0.21785473346573841, 0.0930216510922508
  266, 10.64              , 1.341610932845604 , 2054.450511152317 , -2321.2532492823557, 178407.0750034078 , 0.18323897227208874, -0.2070354371997868 , 0.08840192680944872
  267, 10.68              , 1.2351509898002109, 1891.4250921935218, -2137.056413476626 , 164250.05930029877, 0.1686985342999513 , -0.19060669447486153, 0.08138702862784603
  268, 10.72              , 1.1139657734774955, 1705.850404686888 , -1927.3819316524225, 148134.8805636933 , 0.15214689928424247, -0.17190556911185625, 0.0734018472600815
  269, 10.76              , 0.9981603359568397, 1528.5139396329698, -1727.0155351448868, 132735.10342135263, 0.13633004147897992, -0.15403464334625594, 0.06577115227899391
  270, 10.8               , 0.9021063474068982, 1381.4234821513176, -1560.8230663975103, 119961.86885679945, 0.12321086235363225, -0.1392117323015164 , 0.059441927123130664
  271, 10.84              , 0.8331251222025294, 1275.790388449227 , -1441.4718526998904, 110788.76336282457, 0.11378931658126137, -0.1285666505053568 , 0.054896590563589906
  272, 10.88              , 0.7923638122136895, 1213.3713278321595, -1370.946694518663 , 105368.33489852179, 0.10822208366152293, -0.1222764247567666 , 0.052210731158249646
  273, 10.92              , 0.7765662044508789, 1189.1799601645967, -1343.6136969613658, 103267.57310237554, 0.10606442577431777, -0.11983856102905603, 0.0511697893091472
  274, 10.96              , 0.7798532167824003, 1194.2134642896226, -1349.3008808297855, 103704.67915243063, 0.1065133702087494 , -0.12034580796516604, 0.05138637834881504
  275, 11.0               , 0.7953483580396483, 1217.9416555982677, -1376.1105512870668, 105765.21903086377, 0.10862971682584702, -0.12273699550406186, 0.05240738996238316
  276, 11.040000000000001 , 0.8167965480674795, 1250.78593547642  , -1413.220177911627 , 108617.39379576857, 0.11155913861392106, -0.12604684882356157, 0.05382066208071173
  277, 11.08              , 0.8400953494581633, 1286.464114041051 , -1453.5317295757138, 111715.66238126734, 0.11474131931734242, -0.1296422857822632 , 0.05535587537158623
  278, 11.120000000000001 , 0.8643033814804856, 1323.5346257256597, -1495.4164307322253, 114934.84022109817, 0.11804768392715634, -0.13337803388239045, 0.05695100002557145
  279, 11.16              , 0.8916700098948162, 1365.441994216676 , -1542.7661306887762, 118574.047392547  , 0.12178545375477534, -0.1376012119586361 , 0.05875425208835368
  280, 11.200000000000001 , 0.9265915816572057, 1418.9184822215186, -1603.1873824383863, 123217.90897724274, 0.12655508760554737, -0.14299025784408886, 0.06105531728947108
  281, 11.24              , 0.9738072247088643, 1491.221263621876 , -1684.879818126991 , 129496.63298360174, 0.1330038617591696 , -0.15027650683218813, 0.06416646801068701
  282, 11.28              , 1.036294268391245 , 1586.9096153568855, -1792.9948085721885, 137806.14389772207, 0.14153842374309333, -0.15991941603289359, 0.06828388754485264
  283, 11.32              , 1.113257280638003 , 1704.7654675858196, -1926.1560983907057, 148040.6653690641 , 0.15205013240750317, -0.17179623553295784, 0.07335516298626675
  284, 11.36              , 1.1986196709011139, 1835.4835483763954, -2073.8499796148817, 159392.13395753124, 0.16370903908421366, -0.18496923476534843, 0.07897989336939905
  285, 11.4               , 1.280646533094575 , 1961.093831384555 , -2215.772735112373 , 170300.0448856298 , 0.17491237498365644, -0.19762750018386996, 0.08438483789579372
  286, 11.44              , 1.3434544183108683, 2057.273497730386 , -2324.442845104427 , 178652.22122398272, 0.18349075792304276, -0.20731992118089365, 0.08852339843969917
  287, 11.48              , 1.3707236264879297, 2099.031683584802 , -2371.6239887107195, 182278.4734774655 , 0.18721522196750312, -0.2115280655085902 , 0.09032023125195654
  288, 11.52              , 1.3508266333929935, 2068.562799772426 , -2337.198240722361 , 179632.57647966646, 0.18449766468113854, -0.20845759063132166, 0.08900917117914102
  289, 11.56              , 1.281417150805413 , 1962.2739022316046, -2217.106056734494 , 170402.5214295894 , 0.17501762695640918, -0.1977464207820637 , 0.08443561572474825
  290, 11.6               , 1.171236044380584 , 1793.5501501571512, -2026.4708695601564, 155750.66638231458, 0.15996894763306413, -0.18074343356621195, 0.07717552126107802
  291, 11.64              , 1.037993636698356 , 1589.5119108523277, -1795.935053100639 , 138032.12545586436, 0.14177052568448575, -0.16018166006490958, 0.06839586295369107
  292, 11.68              , 0.9031869869123149, 1383.078299006131 , -1562.692787269515 , 120105.57201885227, 0.12335845750772746, -0.13937849500967706, 0.05951313302353475
  293, 11.72              , 0.7863257116288166, 1204.1249967765011, -1360.4995818282487, 104565.3898437743 , 0.1073973920027416 , -0.12134463390456034, 0.051812866387693654
  294, 11.76              , 0.7011376510896755, 1073.6738725094228, -1213.1073256343288,  93237.10357693123, 0.09576229550726521, -0.1081985369802349 , 0.04619962300360244
  295, 11.8               , 0.6548300277192419, 1002.7615698630452, -1132.985944253537 ,  87079.12779303138, 0.08943753986684758, -0.10105241226146436, 0.04314830385310197
  296, 11.84              , 0.6494878937175321,  994.5809940628927, -1123.742991914688 ,  86368.73219458482, 0.08870790423236685, -0.10022802195459801, 0.042796297971617575
  297, 11.88              , 0.6836422450680548, 1046.8826136101688, -1182.836800043826 ,  90910.56900725985, 0.09337275011791378, -0.10549867150806609, 0.04504680919986841
  298, 11.92              , 0.7526088120326754, 1152.4932606942375, -1302.1626520767402, 100081.72525230261, 0.10279229384876798, -0.1161414912661038 , 0.049591179893221246
  299, 11.96              , 0.8477883031310753, 1298.2445730539055, -1466.842066628461 , 112738.66937183343, 0.1157920329707943 , -0.13082945114297684, 0.05586278233760118
